,FRA,FRA
hours,wind (won),solar (solEB)
1108,0.031585366,0
1109,0.031829268,0
1110,0.031463415,0
1111,0.030121951,0
1112,0.030731707,0
1113,0.030853659,0.013522727
1114,0.031341463,0.113977273
1115,0.028658537,0.243636364
1116,0.023414634,0.344659091
1117,0.020487805,0.411477273
1118,0.021097561,0.441136364
1119,0.021341463,0.420113636
1120,0.022682927,0.362613636
1121,0.024756098,0.252840909
1122,0.027439024,0.114204545
1123,0.035609756,0.010340909
1124,0.056158537,0
1125,0.0725,0
1126,0.085853659,0
1127,0.092378049,0
1128,0.091280488,0
1129,0.094756098,0
1130,0.097073171,0
1131,0.100243902,0
1132,0.100792683,0
1133,0.104756098,0
1134,0.108658537,0
1135,0.113170732,0
1136,0.118963415,0
1137,0.130426829,0.01375
1138,0.129878049,0.112386364
1139,0.125914634,0.236931818
1140,0.133353659,0.331704545
1141,0.150243902,0.405227273
1142,0.172073171,0.429545455
1143,0.187317073,0.405
1144,0.198902439,0.349090909
1145,0.215487805,0.25
1146,0.227134146,0.103068182
1147,0.241036585,0.01
1148,0.28304878,0
1149,0.307073171,0
1150,0.319878049,0
1151,0.33152439,0
1152,0.330853659,0
1153,0.321585366,0
1154,0.308719512,0
1155,0.288963415,0
1156,0.270853659,0
1157,0.249085366,0
1158,0.241280488,0
1159,0.235487805,0
1160,0.225914634,0
1161,0.224512195,0.012727273
1162,0.196585366,0.109090909
1163,0.141768293,0.241022727
1164,0.106585366,0.349204545
1165,0.090365854,0.403522727
1166,0.085426829,0.42125
1167,0.088658537,0.399204545
1168,0.098170732,0.3325
1169,0.100914634,0.236818182
1170,0.098109756,0.106363636
