Hour,Demand (MWh),Plant 1 (MWh),Plant 2 (MWh),Plant 3 (MWh),Plant 4 (MWh),Plant 5 (MWh),Plant 1 Available (MWh),Plant 2 Available (MWh),Plant 3 Available (MWh),Plant 4 Available (MWh),Plant 5 Available (MWh),Clearing Price ($/MWh),Shadow Price ($/MWh),Production Cost ($),Market Cost ($),Curtailment (MWh)
31,546.000071,60.0,160.0,300.0,26.000071,0.0,60.0,160.0,300.0,400.0,1000.0,41.6,41.6,7911.602954,22713.602945,0.0
32,577.869785,120.0,160.0,297.86979,0.0,0.0,120.0,160.0,300.0,400.0,1000.0,21.5,21.5,6844.200485,12424.200386,0.0
33,590.838293,180.0,160.0,250.83829,0.0,0.0,180.0,160.0,300.0,400.0,1000.0,21.5,21.5,5893.023235,12703.023308,0.0
34,604.872833,300.0,140.0,164.87283,0.0,0.0,300.0,140.0,300.0,400.0,1000.0,21.5,21.5,4124.765845,13004.765905,0.0
35,617.32223,360.0,140.0,117.32223,0.0,0.0,360.0,140.0,300.0,400.0,1000.0,21.5,21.5,3162.427945,13272.427941,0.0
36,623.069531,450.0,120.0,53.069531,0.0,0.0,450.0,120.0,300.0,400.0,1000.0,21.5,21.5,1830.994916,13395.994925,0.0
37,618.073087,540.0,78.073087,0.0,0.0,0.0,540.0,120.0,300.0,400.0,1000.0,2.0,2.0,696.146174,1236.146173,41.926913
38,613.465976,420.0,120.0,73.465976,0.0,0.0,420.0,120.0,300.0,400.0,1000.0,21.5,21.5,2239.518484,13189.51848,0.0
39,611.751055,360.0,100.0,151.75106,0.0,0.0,360.0,100.0,300.0,400.0,1000.0,21.5,21.5,3822.64779,13152.647687,0.0
40,622.911944,300.0,100.0,222.91194,0.0,0.0,300.0,100.0,300.0,400.0,1000.0,21.5,21.5,5292.60671,13392.606792,0.0
41,651.481595,240.0,80.0,300.0,31.481595,0.0,240.0,80.0,300.0,400.0,1000.0,41.6,41.6,8159.634352,27101.634344,0.0
42,652.31588,180.0,60.0,300.0,112.31588,0.0,180.0,60.0,300.0,400.0,1000.0,41.6,41.6,11422.340608,27136.340625,0.0
43,635.092516,60.0,80.0,300.0,195.09252,0.0,60.0,80.0,300.0,400.0,1000.0,41.6,41.6,14785.848832,26419.848649,0.0
44,598.180007,0.0,80.0,300.0,218.18001,0.0,0.0,80.0,300.0,400.0,1000.0,41.6,41.6,15686.288416,24884.288308,0.0
45,573.281214,0.0,120.0,300.0,153.28121,0.0,0.0,120.0,300.0,400.0,1000.0,41.6,41.6,13066.498336,23848.498502,0.0
46,561.489976,0.0,160.0,300.0,101.48998,0.0,0.0,160.0,300.0,400.0,1000.0,41.6,41.6,10991.983168,23357.982985,0.0
47,523.641214,0.0,200.0,300.0,23.641214,0.0,0.0,200.0,300.0,400.0,1000.0,41.6,41.6,7833.474502,21783.474486,0.0
48,492.624325,0.0,300.0,192.62432,0.0,0.0,0.0,300.0,300.0,400.0,1000.0,21.5,21.5,4741.42288,10591.422979,0.0
49,471.757912,0.0,240.0,231.75791,0.0,0.0,0.0,240.0,300.0,400.0,1000.0,21.5,21.5,5462.795065,10142.795112,0.0
50,460.439436,0.0,200.0,260.43944,0.0,0.0,0.0,200.0,300.0,400.0,1000.0,21.5,21.5,5999.44796,9899.447874,0.0
51,458.140516,0.0,180.0,278.14052,0.0,0.0,0.0,180.0,300.0,400.0,1000.0,21.5,21.5,6340.02118,9850.021085,0.0
52,467.846039,0.0,180.0,287.84604,0.0,0.0,0.0,180.0,300.0,400.0,1000.0,21.5,21.5,6548.68986,10058.689847,0.0
53,484.874738,0.0,180.0,300.0,4.874738,0.0,0.0,180.0,300.0,400.0,1000.0,41.6,41.6,7012.789092,20170.789092,0.0
54,523.455817,0.0,160.0,300.0,63.455817,0.0,0.0,160.0,300.0,400.0,1000.0,41.6,41.6,9409.761987,21775.761996,0.0
55,570.630039,60.0,160.0,300.0,50.630039,0.0,60.0,160.0,300.0,400.0,1000.0,41.6,41.6,8936.209622,23738.209622,0.0
56,597.679436,120.0,160.0,300.0,17.679436,0.0,120.0,160.0,300.0,400.0,1000.0,41.6,41.6,7625.464538,24863.464529,0.0
57,613.855309,180.0,160.0,273.85531,0.0,0.0,180.0,160.0,300.0,400.0,1000.0,21.5,21.5,6387.889165,13197.889148,0.0
58,631.838801,300.0,140.0,191.8388,0.0,0.0,300.0,140.0,300.0,400.0,1000.0,21.5,21.5,4704.5342,13584.534217,0.0
59,649.025087,360.0,140.0,149.02509,0.0,0.0,360.0,140.0,300.0,400.0,1000.0,21.5,21.5,3844.039435,13954.039366,0.0
60,650.137468,450.0,120.0,80.137468,0.0,0.0,450.0,120.0,300.0,400.0,1000.0,21.5,21.5,2412.955562,13977.955553,0.0
61,642.610357,540.0,102.61036,0.0,0.0,0.0,540.0,120.0,300.0,400.0,1000.0,2.0,2.0,745.22072,1285.220713,17.38964
62,629.966293,420.0,120.0,89.966293,0.0,0.0,420.0,120.0,300.0,400.0,1000.0,21.5,21.5,2594.2753,13544.275304,0.0
63,623.959436,360.0,100.0,163.95944,0.0,0.0,360.0,100.0,300.0,400.0,1000.0,21.5,21.5,4085.12796,13415.12787,0.0
64,629.873595,300.0,100.0,229.8736,0.0,0.0,300.0,100.0,300.0,400.0,1000.0,21.5,21.5,5442.2824,13542.282292,0.0
65,651.036643,240.0,80.0,300.0,31.036643,0.0,240.0,80.0,300.0,400.0,1000.0,41.6,41.6,8141.124349,27083.124332,0.0
66,649.015817,180.0,60.0,300.0,109.01582,0.0,180.0,60.0,300.0,400.0,1000.0,41.6,41.6,11285.058112,26999.057979,0.0
67,629.039309,60.0,80.0,300.0,189.03931,0.0,60.0,80.0,300.0,400.0,1000.0,41.6,41.6,14534.035296,26168.035246,0.0
68,592.312198,0.0,80.0,300.0,212.3122,0.0,0.0,80.0,300.0,400.0,1000.0,41.6,41.6,15442.18752,24640.18742,0.0
69,571.362356,0.0,120.0,300.0,151.36236,0.0,0.0,120.0,300.0,400.0,1000.0,41.6,41.6,12986.674176,23768.674026,0.0
70,556.623309,0.0,160.0,300.0,96.623309,0.0,0.0,160.0,300.0,400.0,1000.0,41.6,41.6,10789.529654,23155.529654,0.0
71,514.176706,0.0,200.0,300.0,14.176706,0.0,0.0,200.0,300.0,400.0,1000.0,41.6,41.6,7439.75097,21389.750953,0.0
72,482.835373,0.0,300.0,182.83537,0.0,0.0,0.0,300.0,300.0,400.0,1000.0,21.5,21.5,4530.960455,10380.960511,0.0
73,457.788262,0.0,240.0,217.78826,0.0,0.0,0.0,240.0,300.0,400.0,1000.0,21.5,21.5,5162.44759,9842.447624,0.0
74,448.268134,0.0,200.0,248.26813,0.0,0.0,0.0,200.0,300.0,400.0,1000.0,21.5,21.5,5737.764795,9637.764885,0.0
75,451.985341,0.0,180.0,271.98534,0.0,0.0,0.0,180.0,300.0,400.0,1000.0,21.5,21.5,6207.68481,9717.684823,0.0
76,463.12769,0.0,180.0,283.12769,0.0,0.0,0.0,180.0,300.0,400.0,1000.0,21.5,21.5,6447.245335,9957.245331,0.0
77,486.765785,0.0,180.0,300.0,6.765785,0.0,0.0,180.0,300.0,400.0,1000.0,41.6,41.6,7091.456673,20249.456673,0.0
78,533.884388,0.0,160.0,300.0,73.884388,0.0,0.0,160.0,300.0,400.0,1000.0,41.6,41.6,9843.590541,22209.590557,0.0
79,583.283372,60.0,160.0,300.0,63.283372,0.0,60.0,160.0,300.0,400.0,1000.0,41.6,41.6,9462.588275,24264.588292,0.0
80,615.866864,120.0,160.0,300.0,35.866864,0.0,120.0,160.0,300.0,400.0,1000.0,41.6,41.6,8382.061542,25620.061559,0.0
81,633.69277,180.0,160.0,293.69277,0.0,0.0,180.0,160.0,300.0,400.0,1000.0,21.5,21.5,6814.394555,13624.394546,0.0
82,650.721468,300.0,140.0,210.72147,0.0,0.0,300.0,140.0,300.0,400.0,1000.0,21.5,21.5,5110.511605,13990.511562,0.0
83,667.342293,360.0,140.0,167.34229,0.0,0.0,360.0,140.0,300.0,400.0,1000.0,21.5,21.5,4237.859235,14347.8593,0.0
84,665.441975,450.0,120.0,95.441975,0.0,0.0,450.0,120.0,300.0,400.0,1000.0,21.5,21.5,2742.002462,14307.002471,0.0
85,645.33569,540.0,105.33569,0.0,0.0,0.0,540.0,120.0,300.0,400.0,1000.0,2.0,2.0,750.67138,1290.67138,14.66431
86,627.79715,420.0,120.0,87.79715,0.0,0.0,420.0,120.0,300.0,400.0,1000.0,21.5,21.5,2547.638725,13497.638734,0.0
87,621.317531,360.0,100.0,161.31753,0.0,0.0,360.0,100.0,300.0,400.0,1000.0,21.5,21.5,4028.326895,13358.326925,0.0
88,626.703309,300.0,100.0,226.70331,0.0,0.0,300.0,100.0,300.0,400.0,1000.0,21.5,21.5,5374.121165,13474.121144,0.0
89,643.129468,240.0,80.0,300.0,23.129468,0.0,240.0,80.0,300.0,400.0,1000.0,41.6,41.6,7812.185869,26754.185852,0.0
90,637.521214,180.0,60.0,300.0,97.521214,0.0,180.0,60.0,300.0,400.0,1000.0,41.6,41.6,10806.882502,26520.882486,0.0
91,616.617722,60.0,80.0,300.0,176.61772,0.0,60.0,80.0,300.0,400.0,1000.0,41.6,41.6,14017.297152,25651.297227,0.0
92,580.678547,0.0,80.0,300.0,200.67855,0.0,0.0,80.0,300.0,400.0,1000.0,41.6,41.6,14958.22768,24156.227547,0.0
93,558.30115,0.0,120.0,300.0,138.30115,0.0,0.0,120.0,300.0,400.0,1000.0,41.6,41.6,12443.32784,23225.327848,0.0
94,543.812389,0.0,160.0,300.0,83.812389,0.0,0.0,160.0,300.0,400.0,1000.0,41.6,41.6,10256.595382,22622.595366,0.0
95,511.0435,0.0,200.0,300.0,11.0435,0.0,0.0,200.0,300.0,400.0,1000.0,41.6,41.6,7309.4096,21259.409583,0.0
96,476.383563,0.0,300.0,176.38356,0.0,0.0,0.0,300.0,300.0,400.0,1000.0,21.5,21.5,4392.24654,10242.246604,0.0
97,456.286547,0.0,240.0,216.28655,0.0,0.0,0.0,240.0,300.0,400.0,1000.0,21.5,21.5,5130.160825,9810.160756,0.0
98,445.895055,0.0,200.0,245.89506,0.0,0.0,0.0,200.0,300.0,400.0,1000.0,21.5,21.5,5686.74379,9586.743682,0.0
99,447.34115,0.0,180.0,267.34115,0.0,0.0,0.0,180.0,300.0,400.0,1000.0,21.5,21.5,6107.834725,9617.834734,0.0
100,453.487055,0.0,180.0,273.48705,0.0,0.0,0.0,180.0,300.0,400.0,1000.0,21.5,21.5,6239.971575,9749.971678,0.0
101,455.164896,0.0,180.0,275.1649,0.0,0.0,0.0,180.0,300.0,400.0,1000.0,21.5,21.5,6276.04535,9786.045264,0.0
102,458.372261,0.0,160.0,298.37226,0.0,0.0,0.0,160.0,300.0,400.0,1000.0,21.5,21.5,6735.00359,9855.00362,0.0
103,484.939627,60.0,160.0,264.93963,0.0,0.0,60.0,160.0,300.0,400.0,1000.0,21.5,21.5,6076.202045,10426.201972,0.0
104,519.553214,120.0,160.0,239.55321,0.0,0.0,120.0,160.0,300.0,400.0,1000.0,21.5,21.5,5590.394015,11170.394097,0.0
105,551.358039,180.0,160.0,211.35804,0.0,0.0,180.0,160.0,300.0,400.0,1000.0,21.5,21.5,5044.19786,11854.197838,0.0
106,577.276516,300.0,140.0,137.27652,0.0,0.0,300.0,140.0,300.0,400.0,1000.0,21.5,21.5,3531.44518,12411.445085,0.0
107,595.195118,360.0,140.0,95.195118,0.0,0.0,360.0,140.0,300.0,400.0,1000.0,21.5,21.5,2686.695037,12796.695046,0.0
108,597.160325,450.0,120.0,27.160325,0.0,0.0,450.0,120.0,300.0,400.0,1000.0,21.5,21.5,1273.946988,12838.946983,0.0
109,587.019119,540.0,47.019119,0.0,0.0,0.0,540.0,120.0,300.0,400.0,1000.0,2.0,2.0,634.038238,1174.038238,72.980881
110,575.774801,420.0,120.0,35.774801,0.0,0.0,420.0,120.0,300.0,400.0,1000.0,21.5,21.5,1429.158221,12379.158217,0.0
111,575.22788,360.0,100.0,115.22788,0.0,0.0,360.0,100.0,300.0,400.0,1000.0,21.5,21.5,3037.39942,12367.399429,0.0
112,589.642484,300.0,100.0,189.64248,0.0,0.0,300.0,100.0,300.0,400.0,1000.0,21.5,21.5,4577.31332,12677.313402,0.0
113,618.582928,240.0,80.0,298.58293,0.0,0.0,240.0,80.0,300.0,400.0,1000.0,21.5,21.5,6819.532995,13299.532956,0.0
114,622.53188,180.0,60.0,300.0,82.53188,0.0,180.0,60.0,300.0,400.0,1000.0,41.6,41.6,10183.326208,25897.326225,0.0
115,606.003754,60.0,80.0,300.0,166.00375,0.0,60.0,80.0,300.0,400.0,1000.0,41.6,41.6,13575.756,25209.75615,0.0
116,575.83042,0.0,80.0,300.0,195.83042,0.0,0.0,80.0,300.0,400.0,1000.0,41.6,41.6,14756.545472,23954.54548,0.0
117,556.808706,0.0,120.0,300.0,136.80871,0.0,0.0,120.0,300.0,400.0,1000.0,41.6,41.6,12381.242336,23163.24217,0.0
118,553.267627,0.0,160.0,300.0,93.267627,0.0,0.0,160.0,300.0,400.0,1000.0,41.6,41.6,10649.933283,23015.933267,0.0
119,522.185849,0.0,200.0,300.0,22.185849,0.0,0.0,200.0,300.0,400.0,1000.0,41.6,41.6,7772.931318,21722.93131,0.0
120,481.305848,0.0,300.0,181.30585,0.0,0.0,0.0,300.0,300.0,400.0,1000.0,21.5,21.5,4498.075775,10348.075741,0.0
121,452.995753,0.0,240.0,212.99575,0.0,0.0,0.0,240.0,300.0,400.0,1000.0,21.5,21.5,5059.408625,9739.408694,0.0
122,442.873087,0.0,200.0,242.87309,0.0,0.0,0.0,200.0,300.0,400.0,1000.0,21.5,21.5,5621.771435,9521.771362,0.0
123,443.206801,0.0,180.0,263.2068,0.0,0.0,0.0,180.0,300.0,400.0,1000.0,21.5,21.5,6018.9462,9528.946226,0.0
124,444.105976,0.0,180.0,264.10598,0.0,0.0,0.0,180.0,300.0,400.0,1000.0,21.5,21.5,6038.27857,9548.278475,0.0
125,436.912579,0.0,180.0,256.91258,0.0,0.0,0.0,180.0,300.0,400.0,1000.0,21.5,21.5,5883.62047,9393.62044,0.0
126,428.05988,0.0,160.0,268.05988,0.0,0.0,0.0,160.0,300.0,400.0,1000.0,21.5,21.5,6083.28742,9203.287429,0.0
127,440.416579,60.0,160.0,220.41658,0.0,0.0,60.0,160.0,300.0,400.0,1000.0,21.5,21.5,5118.95647,9468.95644,0.0
128,466.761468,120.0,160.0,186.76147,0.0,0.0,120.0,160.0,300.0,400.0,1000.0,21.5,21.5,4455.371605,10035.371562,0.0
129,496.350801,180.0,160.0,156.3508,0.0,0.0,180.0,160.0,300.0,400.0,1000.0,21.5,21.5,3861.5422,10671.542222,0.0
130,521.870674,300.0,140.0,81.870674,0.0,0.0,300.0,140.0,300.0,400.0,1000.0,21.5,21.5,2340.219491,11220.219495,0.0
131,550.15296,360.0,140.0,50.15296,0.0,0.0,360.0,140.0,300.0,400.0,1000.0,21.5,21.5,1718.28864,11828.28864,0.0
132,553.230547,450.0,103.23055,0.0,0.0,0.0,450.0,120.0,300.0,400.0,1000.0,2.0,2.0,656.4611,1106.461094,16.76945
133,536.758039,536.75804,0.0,0.0,0.0,0.0,540.0,120.0,300.0,400.0,1000.0,1.0,1.0,536.75804,536.758039,123.24196
134,525.272706,420.0,105.27271,0.0,0.0,0.0,420.0,120.0,300.0,400.0,1000.0,2.0,2.0,630.54542,1050.545412,14.72729
135,526.125531,360.0,100.0,66.125531,0.0,0.0,360.0,100.0,300.0,400.0,1000.0,21.5,21.5,1981.698916,11311.698917,0.0
136,547.594484,300.0,100.0,147.59448,0.0,0.0,300.0,100.0,300.0,400.0,1000.0,21.5,21.5,3673.28132,11773.281402,0.0
137,580.317023,240.0,80.0,260.31702,0.0,0.0,240.0,80.0,300.0,400.0,1000.0,21.5,21.5,5996.81593,12476.816003,0.0
138,592.228769,180.0,60.0,300.0,52.228769,0.0,180.0,60.0,300.0,400.0,1000.0,41.6,41.6,8922.71679,24636.716807,0.0
139,581.957785,60.0,80.0,300.0,141.95779,0.0,60.0,80.0,300.0,400.0,1000.0,41.6,41.6,12575.444064,24209.443864,0.0
140,560.405404,0.0,80.0,300.0,180.4054,0.0,0.0,80.0,300.0,400.0,1000.0,41.6,41.6,14114.86464,23312.864815,0.0
141,550.431055,0.0,120.0,300.0,130.43106,0.0,0.0,120.0,300.0,400.0,1000.0,41.6,41.6,12115.932096,22897.931896,0.0
142,551.367309,0.0,160.0,300.0,91.367309,0.0,0.0,160.0,300.0,400.0,1000.0,41.6,41.6,10570.880054,22936.880054,0.0
143,516.503436,0.0,200.0,300.0,16.503436,0.0,0.0,200.0,300.0,400.0,1000.0,41.6,41.6,7536.542938,21486.542938,0.0
144,484.031182,0.0,300.0,184.03118,0.0,0.0,0.0,300.0,300.0,400.0,1000.0,21.5,21.5,4556.67037,10406.670417,0.0
145,464.963119,0.0,240.0,224.96312,0.0,0.0,0.0,240.0,300.0,400.0,1000.0,21.5,21.5,5316.70708,9996.70705,0.0
146,461.171753,0.0,200.0,261.17175,0.0,0.0,0.0,200.0,300.0,400.0,1000.0,21.5,21.5,6015.192625,9915.192698,0.0
147,467.048833,0.0,180.0,287.04883,0.0,0.0,0.0,180.0,300.0,400.0,1000.0,21.5,21.5,6531.549845,10041.549901,0.0
148,486.311563,0.0,180.0,300.0,6.311563,0.0,0.0,180.0,300.0,400.0,1000.0,41.6,41.6,7072.561029,20230.561029,0.0
149,524.957531,0.0,180.0,300.0,44.957531,0.0,0.0,180.0,300.0,400.0,1000.0,41.6,41.6,8680.23329,21838.233306,0.0
150,601.415182,0.0,160.0,300.0,141.41518,0.0,0.0,160.0,300.0,400.0,1000.0,41.6,41.6,12652.871488,25018.87158,0.0
151,674.452261,60.0,160.0,300.0,154.45226,0.0,60.0,160.0,300.0,400.0,1000.0,41.6,41.6,13255.214016,28057.214066,0.0
152,698.980261,120.0,160.0,300.0,118.98026,0.0,120.0,160.0,300.0,400.0,1000.0,41.6,41.6,11839.578816,29077.578866,0.0
153,704.226992,180.0,160.0,300.0,64.226992,0.0,180.0,160.0,300.0,400.0,1000.0,41.6,41.6,9621.842867,29295.842859,0.0
154,711.123754,300.0,140.0,271.12375,0.0,0.0,300.0,140.0,300.0,400.0,1000.0,21.5,21.5,6409.160625,15289.160702,0.0
155,721.811881,360.0,140.0,221.81188,0.0,0.0,360.0,140.0,300.0,400.0,1000.0,21.5,21.5,5408.95542,15518.955433,0.0
156,718.734293,450.0,120.0,148.73429,0.0,0.0,450.0,120.0,300.0,400.0,1000.0,21.5,21.5,3887.787235,15452.787308,0.0
157,716.110928,540.0,120.0,56.110928,0.0,0.0,540.0,120.0,300.0,400.0,1000.0,21.5,21.5,1986.384952,15396.384948,0.0
158,707.054293,420.0,120.0,167.05429,0.0,0.0,420.0,120.0,300.0,400.0,1000.0,21.5,21.5,4251.667235,15201.667304,0.0
159,702.169087,360.0,100.0,242.16909,0.0,0.0,360.0,100.0,300.0,400.0,1000.0,21.5,21.5,5766.635435,15096.635362,0.0
160,708.027626,300.0,100.0,300.0,8.027626,0.0,300.0,100.0,300.0,400.0,1000.0,41.6,41.6,7283.949258,29453.949258,0.0
161,729.839563,240.0,80.0,300.0,109.83956,0.0,240.0,80.0,300.0,400.0,1000.0,41.6,41.6,11419.325696,30361.325829,0.0
162,727.281087,180.0,60.0,300.0,187.28109,0.0,180.0,60.0,300.0,400.0,1000.0,41.6,41.6,14540.893344,30254.893219,0.0
163,709.881595,60.0,80.0,300.0,269.88159,0.0,60.0,80.0,300.0,400.0,1000.0,41.6,41.6,17897.074144,29531.074335,0.0
164,673.219372,0.0,80.0,300.0,293.21937,0.0,0.0,80.0,300.0,400.0,1000.0,41.6,41.6,18807.925792,28005.925884,0.0
165,642.934801,0.0,120.0,300.0,222.9348,0.0,0.0,120.0,300.0,400.0,1000.0,41.6,41.6,15964.08768,26746.08773,0.0
166,617.92477,0.0,160.0,300.0,157.92477,0.0,0.0,160.0,300.0,400.0,1000.0,41.6,41.6,13339.670432,25705.670415,0.0
167,571.260388,0.0,200.0,300.0,71.260388,0.0,0.0,200.0,300.0,400.0,1000.0,41.6,41.6,9814.432141,23764.432149,0.0
168,536.656071,0.0,300.0,236.65607,0.0,0.0,0.0,300.0,300.0,400.0,1000.0,21.5,21.5,5688.105505,11538.105526,0.0
169,516.327309,0.0,240.0,276.32731,0.0,0.0,0.0,240.0,300.0,400.0,1000.0,21.5,21.5,6421.037165,11101.037144,0.0
170,510.338992,0.0,200.0,300.0,10.338992,0.0,0.0,200.0,300.0,400.0,1000.0,41.6,41.6,7280.102067,21230.102051,0.0
171,515.724769,0.0,180.0,300.0,35.724769,0.0,0.0,180.0,300.0,400.0,1000.0,41.6,41.6,8296.15039,21454.150399,0.0
172,527.35842,0.0,180.0,300.0,47.35842,0.0,0.0,180.0,300.0,400.0,1000.0,41.6,41.6,8780.110272,21938.110272,0.0
173,552.989531,0.0,180.0,300.0,72.989531,0.0,0.0,180.0,300.0,400.0,1000.0,41.6,41.6,9846.36449,23004.364506,0.0
174,622.096198,0.0,160.0,300.0,162.0962,0.0,0.0,160.0,300.0,400.0,1000.0,41.6,41.6,13513.20192,25879.20182,0.0
175,687.124135,60.0,160.0,300.0,167.12413,0.0,60.0,160.0,300.0,400.0,1000.0,41.6,41.6,13782.363808,28584.363999,0.0
176,702.808706,120.0,160.0,300.0,122.80871,0.0,120.0,160.0,300.0,400.0,1000.0,41.6,41.6,11998.842336,29236.842161,0.0
177,700.769341,180.0,160.0,300.0,60.769341,0.0,180.0,160.0,300.0,400.0,1000.0,41.6,41.6,9478.004586,29152.004569,0.0
178,710.72515,300.0,140.0,270.72515,0.0,0.0,300.0,140.0,300.0,400.0,1000.0,21.5,21.5,6400.590725,15280.590729,0.0
179,727.438674,360.0,140.0,227.43867,0.0,0.0,360.0,140.0,300.0,400.0,1000.0,21.5,21.5,5529.931405,15639.931491,0.0
180,724.073722,450.0,120.0,154.07372,0.0,0.0,450.0,120.0,300.0,400.0,1000.0,21.5,21.5,4002.58498,15567.585014,0.0
181,720.801468,540.0,120.0,60.801468,0.0,0.0,540.0,120.0,300.0,400.0,1000.0,21.5,21.5,2087.231562,15497.231562,0.0
182,712.579118,420.0,120.0,172.57912,0.0,0.0,420.0,120.0,300.0,400.0,1000.0,21.5,21.5,4370.45108,15320.451046,0.0
183,708.797023,360.0,100.0,248.79702,0.0,0.0,360.0,100.0,300.0,400.0,1000.0,21.5,21.5,5909.13593,15239.135999,0.0
184,710.437785,300.0,100.0,300.0,10.437785,0.0,300.0,100.0,300.0,400.0,1000.0,41.6,41.6,7384.211856,29554.211856,0.0
185,731.971627,240.0,80.0,300.0,111.97163,0.0,240.0,80.0,300.0,400.0,1000.0,41.6,41.6,11508.019808,30450.019667,0.0
186,729.45023,180.0,60.0,300.0,189.45023,0.0,180.0,60.0,300.0,400.0,1000.0,41.6,41.6,14631.129568,30345.12956,0.0
